,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM0,22414,22394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21946,21850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM1,22394,22413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21937,21858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM2,0,0,22772,19418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19757,19773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,866,0,0,0,0,0,0,0,0,0,0,0,0,439,309,0,0,0,0,0,0,0,0,0,0,0,0,389,461,0,0,0,0,0,0,0,0,0,0,0,0,181,125,0,0,0,0,0,0,0,0,0,0,0,0,201,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM3,0,0,19418,22782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19603,19716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3031,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,960,0,0,0,0,0,0,0,0,0,0,0,0,386,324,0,0,0,0,0,0,0,0,0,0,0,0,326,300,0,0,0,0,0,0,0,0,0,0,0,0,219,158,0,0,0,0,0,0,0,0,0,0,0,0,146,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM4,0,0,0,0,22040,19617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20009,19935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,639,0,0,0,0,0,0,0,0,0,0,0,0,240,195,0,0,0,0,0,0,0,0,0,0,0,0,136,173,0,0,0,0,0,0,0,0,0,0,0,0,282,192,0,0,0,0,0,0,0,0,0,0,0,0,169,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM5,0,0,0,0,19617,22028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19946,19911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,635,0,0,0,0,0,0,0,0,0,0,0,0,229,154,0,0,0,0,0,0,0,0,0,0,0,0,150,205,0,0,0,0,0,0,0,0,0,0,0,0,328,221,0,0,0,0,0,0,0,0,0,0,0,0,160,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM6,0,0,0,0,0,0,21889,18651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19291,19459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,838,0,0,0,0,0,0,0,0,0,0,0,0,371,290,0,0,0,0,0,0,0,0,0,0,0,0,272,337,0,0,0,0,0,0,0,0,0,0,0,0,228,132,0,0,0,0,0,0,0,0,0,0,0,0,123,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM7,0,0,0,0,0,0,18651,21890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19453,19286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,871,0,0,0,0,0,0,0,0,0,0,0,0,426,284,0,0,0,0,0,0,0,0,0,0,0,0,243,356,0,0,0,0,0,0,0,0,0,0,0,0,195,110,0,0,0,0,0,0,0,0,0,0,0,0,139,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM8,0,0,0,0,0,0,0,0,21822,17580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18509,18422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,1515,0,0,0,0,0,0,0,0,0,0,0,0,1555,857,0,0,0,0,0,0,0,0,0,0,0,0,579,317,0,0,0,0,0,0,0,0,0,0,0,0,174,91,0,0,0,0,0,0,0,0,0,0,0,0,38,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM9,0,0,0,0,0,0,0,0,17580,21822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18676,18741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,1372,0,0,0,0,0,0,0,0,0,0,0,0,1333,812,0,0,0,0,0,0,0,0,0,0,0,0,446,329,0,0,0,0,0,0,0,0,0,0,0,0,172,82,0,0,0,0,0,0,0,0,0,0,0,0,36,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM10,0,0,0,0,0,0,0,0,0,0,21490,17089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18370,18512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,1322,0,0,0,0,0,0,0,0,0,0,0,0,1360,842,0,0,0,0,0,0,0,0,0,0,0,0,514,339,0,0,0,0,0,0,0,0,0,0,0,0,240,110,0,0,0,0,0,0,0,0,0,0,0,0,22,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM11,0,0,0,0,0,0,0,0,0,0,17089,21488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18370,18326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,1408,0,0,0,0,0,0,0,0,0,0,0,0,1371,959,0,0,0,0,0,0,0,0,0,0,0,0,572,372,0,0,0,0,0,0,0,0,0,0,0,0,282,108,0,0,0,0,0,0,0,0,0,0,0,0,30,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM12,0,0,0,0,0,0,0,0,0,0,0,0,21560,18337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19425,19256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,493,0,0,0,0,0,0,0,0,0,0,0,0,886,633,0,0,0,0,0,0,0,0,0,0,0,0,459,536,0,0,0,0,0,0,0,0,0,0,0,0,514,324,0,0,0,0,0,0,0,0,0,0,0,0,196,270,0,0,417,232,0,0,0,0,0,0,0,0,0,0
SM13,0,0,0,0,0,0,0,0,0,0,0,0,18337,21554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19406,19568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,466,0,0,0,0,0,0,0,0,0,0,0,0,815,528,0,0,0,0,0,0,0,0,0,0,0,0,396,451,0,0,0,0,0,0,0,0,0,0,0,0,461,264,0,0,0,0,0,0,0,0,0,0,0,0,208,266,0,0,408,200,0,0,0,0,0,0,0,0,0,0
SM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22202,18454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19233,19123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,961,0,0,0,0,0,0,0,0,0,0,0,0,421,241,0,0,0,0,0,0,0,0,0,0,0,0,228,495,0,0,0,0,0,0,0,0,0,0,0,0,870,497,0,0,0,0,0,0,0,0,0,0,0,0,386,262,0,0,578,230,0,0,0,0,0,0,0,0
SM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18454,22193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19128,19243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,992,0,0,0,0,0,0,0,0,0,0,0,0,392,266,0,0,0,0,0,0,0,0,0,0,0,0,281,486,0,0,0,0,0,0,0,0,0,0,0,0,897,485,0,0,0,0,0,0,0,0,0,0,0,0,343,232,0,0,542,207,0,0,0,0,0,0,0,0
SM16,21946,21937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22376,21384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM17,21850,21858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21384,22376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM18,0,0,19757,19603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22462,18527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,616,0,0,0,0,0,0,0,0,0,0,0,0,596,804,0,0,0,0,0,0,0,0,0,0,0,0,821,825,0,0,0,0,0,0,0,0,0,0,0,0,83,191,0,0,0,0,0,0,0,0,0,0,0,0,423,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM19,0,0,19773,19716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18527,22479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,562,0,0,0,0,0,0,0,0,0,0,0,0,566,756,0,0,0,0,0,0,0,0,0,0,0,0,766,803,0,0,0,0,0,0,0,0,0,0,0,0,69,179,0,0,0,0,0,0,0,0,0,0,0,0,427,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM20,0,0,0,0,20009,19946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21808,19261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,463,0,0,0,0,0,0,0,0,0,0,0,0,270,278,0,0,0,0,0,0,0,0,0,0,0,0,235,275,0,0,0,0,0,0,0,0,0,0,0,0,106,272,0,0,0,0,0,0,0,0,0,0,0,0,406,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM21,0,0,0,0,19935,19911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19261,21819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,495,0,0,0,0,0,0,0,0,0,0,0,0,314,339,0,0,0,0,0,0,0,0,0,0,0,0,235,268,0,0,0,0,0,0,0,0,0,0,0,0,111,278,0,0,0,0,0,0,0,0,0,0,0,0,357,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM22,0,0,0,0,0,0,19291,19453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21553,19030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,207,0,0,0,0,0,0,0,0,0,0,0,0,252,490,0,0,0,0,0,0,0,0,0,0,0,0,526,622,0,0,0,0,0,0,0,0,0,0,0,0,76,197,0,0,0,0,0,0,0,0,0,0,0,0,361,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM23,0,0,0,0,0,0,19459,19286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19030,21543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,192,0,0,0,0,0,0,0,0,0,0,0,0,284,416,0,0,0,0,0,0,0,0,0,0,0,0,480,626,0,0,0,0,0,0,0,0,0,0,0,0,86,211,0,0,0,0,0,0,0,0,0,0,0,0,377,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM24,0,0,0,0,0,0,0,0,18509,18676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21537,19077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3928,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,473,0,0,0,0,0,0,0,0,0,0,0,0,220,192,0,0,0,0,0,0,0,0,0,0,0,0,246,280,0,0,0,0,0,0,0,0,0,0,0,0,61,67,0,0,0,0,0,0,0,0,0,0,0,0,212,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM25,0,0,0,0,0,0,0,0,18422,18741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19077,21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,400,0,0,0,0,0,0,0,0,0,0,0,0,235,205,0,0,0,0,0,0,0,0,0,0,0,0,231,300,0,0,0,0,0,0,0,0,0,0,0,0,46,51,0,0,0,0,0,0,0,0,0,0,0,0,196,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM26,0,0,0,0,0,0,0,0,0,0,18370,18370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21181,18561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,528,0,0,0,0,0,0,0,0,0,0,0,0,317,223,0,0,0,0,0,0,0,0,0,0,0,0,234,261,0,0,0,0,0,0,0,0,0,0,0,0,59,50,0,0,0,0,0,0,0,0,0,0,0,0,196,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM27,0,0,0,0,0,0,0,0,0,0,18512,18326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18561,21183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,594,0,0,0,0,0,0,0,0,0,0,0,0,332,211,0,0,0,0,0,0,0,0,0,0,0,0,198,241,0,0,0,0,0,0,0,0,0,0,0,0,75,49,0,0,0,0,0,0,0,0,0,0,0,0,161,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM28,0,0,0,0,0,0,0,0,0,0,0,0,19425,19406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21348,19053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,438,0,0,0,0,0,0,0,0,0,0,0,0,371,225,0,0,0,0,0,0,0,0,0,0,0,0,132,181,0,0,0,0,0,0,0,0,0,0,0,0,165,113,0,0,0,0,0,0,0,0,0,0,0,0,87,155,0,0,254,138,0,0,0,0,0,0,0,0,0,0
SM29,0,0,0,0,0,0,0,0,0,0,0,0,19256,19568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19053,21360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,394,0,0,0,0,0,0,0,0,0,0,0,0,356,241,0,0,0,0,0,0,0,0,0,0,0,0,142,173,0,0,0,0,0,0,0,0,0,0,0,0,152,91,0,0,0,0,0,0,0,0,0,0,0,0,127,169,0,0,238,138,0,0,0,0,0,0,0,0,0,0
SM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19233,19128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21665,18498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,369,0,0,0,0,0,0,0,0,0,0,0,0,302,259,0,0,0,0,0,0,0,0,0,0,0,0,283,419,0,0,0,0,0,0,0,0,0,0,0,0,439,276,0,0,0,0,0,0,0,0,0,0,0,0,202,238,0,0,301,163,0,0,0,0,0,0,0,0
