,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM0,20702,17694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM1,17694,20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM2,0,0,19544,14479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,466,0,0,0,0,0,0,0,0,0,0,0,0,67,22,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,318,144,0,0,0,0,0,0,0,0,0,0,0,0,70,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM3,0,0,14479,19546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,408,0,0,0,0,0,0,0,0,0,0,0,0,66,49,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,272,144,0,0,0,0,0,0,0,0,0,0,0,0,76,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM4,0,0,0,0,19263,15713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,352,0,0,0,0,0,0,0,0,0,0,0,0,44,17,0,0,0,0,0,0,0,0,0,0,0,0,31,44,0,0,0,0,0,0,0,0,0,0,0,0,219,180,0,0,0,0,0,0,0,0,0,0,0,0,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM5,0,0,0,0,15713,19262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,342,0,0,0,0,0,0,0,0,0,0,0,0,52,28,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,345,162,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM6,0,0,0,0,0,0,19220,16302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,413,0,0,0,0,0,0,0,0,0,0,0,0,109,69,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,238,106,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM7,0,0,0,0,0,0,16302,19233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,410,0,0,0,0,0,0,0,0,0,0,0,0,123,71,0,0,0,0,0,0,0,0,0,0,0,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,226,101,0,0,0,0,0,0,0,0,0,0,0,0,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM8,0,0,0,0,0,0,0,0,20901,17736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,224,0,0,0,0,0,0,0,0,0,0,0,0,64,54,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,458,188,0,0,0,0,0,0,0,0,0,0,0,0,324,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM9,0,0,0,0,0,0,0,0,17736,20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,237,0,0,0,0,0,0,0,0,0,0,0,0,91,43,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,534,239,0,0,0,0,0,0,0,0,0,0,0,0,221,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
