,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM0,22842,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22842,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22842,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22842,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM1,22842,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22842,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22842,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22842,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM2,0,0,21063,18182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18401,18513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17638,17506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19473,19534,0,0,0,0,0,0,0,0,0,0,0,0,4158,3301,0,0,0,0,0,0,0,0,0,0,0,0,2586,1860,0,0,0,0,0,0,0,0,0,0,0,0,1727,1543,0,0,0,0,0,0,0,0,0,0,0,0,1471,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM3,0,0,18182,21070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18454,18364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17568,17397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19630,19511,0,0,0,0,0,0,0,0,0,0,0,0,4211,3187,0,0,0,0,0,0,0,0,0,0,0,0,2527,2047,0,0,0,0,0,0,0,0,0,0,0,0,1786,1567,0,0,0,0,0,0,0,0,0,0,0,0,1477,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM4,0,0,0,0,20529,17417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17768,17855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16928,16934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18855,18899,0,0,0,0,0,0,0,0,0,0,0,0,4195,3016,0,0,0,0,0,0,0,0,0,0,0,0,2362,2013,0,0,0,0,0,0,0,0,0,0,0,0,2185,1927,0,0,0,0,0,0,0,0,0,0,0,0,1660,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM5,0,0,0,0,17417,20538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17889,18019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17047,17121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18789,18872,0,0,0,0,0,0,0,0,0,0,0,0,4021,3072,0,0,0,0,0,0,0,0,0,0,0,0,2312,2006,0,0,0,0,0,0,0,0,0,0,0,0,2079,1760,0,0,0,0,0,0,0,0,0,0,0,0,1621,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM6,0,0,0,0,0,0,20611,17252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17695,17687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16562,16592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18891,18936,0,0,0,0,0,0,0,0,0,0,0,0,4537,3448,0,0,0,0,0,0,0,0,0,0,0,0,2677,2139,0,0,0,0,0,0,0,0,0,0,0,0,2301,2130,0,0,0,0,0,0,0,0,0,0,0,0,1723,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM7,0,0,0,0,0,0,17252,20603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17848,17591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16606,16619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18722,18738,0,0,0,0,0,0,0,0,0,0,0,0,4484,3467,0,0,0,0,0,0,0,0,0,0,0,0,2539,2259,0,0,0,0,0,0,0,0,0,0,0,0,2274,2046,0,0,0,0,0,0,0,0,0,0,0,0,1793,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM8,0,0,0,0,0,0,0,0,22572,17583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19047,18807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17745,17579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19849,19803,0,0,0,0,0,0,0,0,0,0,0,0,5872,4720,0,0,0,0,0,0,0,0,0,0,0,0,3313,2737,0,0,0,0,0,0,0,0,0,0,0,0,2887,2607,0,0,0,0,0,0,0,0,0,0,0,0,2539,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM9,0,0,0,0,0,0,0,0,17583,22567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19017,18940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17975,17594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19626,19748,0,0,0,0,0,0,0,0,0,0,0,0,5608,4482,0,0,0,0,0,0,0,0,0,0,0,0,3249,2616,0,0,0,0,0,0,0,0,0,0,0,0,3003,2776,0,0,0,0,0,0,0,0,0,0,0,0,2627,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
