,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM1,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM2,0,0,22313,18976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19774,19807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19240,19274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20610,20683,0,0,0,0,0,0,0,0,0,0,0,0,3311,3073,0,0,0,0,0,0,0,0,0,0,0,0,2832,2139,0,0,0,0,0,0,0,0,0,0,0,0,1935,1721,0,0,0,0,0,0,0,0,0,0,0,0,1369,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM3,0,0,18976,22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19760,19792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170,19202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20741,20731,0,0,0,0,0,0,0,0,0,0,0,0,3397,3106,0,0,0,0,0,0,0,0,0,0,0,0,2901,2210,0,0,0,0,0,0,0,0,0,0,0,0,1900,1621,0,0,0,0,0,0,0,0,0,0,0,0,1286,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM4,0,0,0,0,20649,17769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18539,18579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18155,18358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18978,19049,0,0,0,0,0,0,0,0,0,0,0,0,2760,2368,0,0,0,0,0,0,0,0,0,0,0,0,1930,1884,0,0,0,0,0,0,0,0,0,0,0,0,1802,1523,0,0,0,0,0,0,0,0,0,0,0,0,1368,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM5,0,0,0,0,17769,20648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18560,18515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18102,18330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19050,19013,0,0,0,0,0,0,0,0,0,0,0,0,2848,2310,0,0,0,0,0,0,0,0,0,0,0,0,1982,1897,0,0,0,0,0,0,0,0,0,0,0,0,1804,1593,0,0,0,0,0,0,0,0,0,0,0,0,1320,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM6,0,0,0,0,0,0,20605,18207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18894,18894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18660,18645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19181,19274,0,0,0,0,0,0,0,0,0,0,0,0,2314,1903,0,0,0,0,0,0,0,0,0,0,0,0,1617,1516,0,0,0,0,0,0,0,0,0,0,0,0,1402,1197,0,0,0,0,0,0,0,0,0,0,0,0,1236,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM7,0,0,0,0,0,0,18207,20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18793,18788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18520,18523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19321,19289,0,0,0,0,0,0,0,0,0,0,0,0,2413,1995,0,0,0,0,0,0,0,0,0,0,0,0,1692,1535,0,0,0,0,0,0,0,0,0,0,0,0,1478,1260,0,0,0,0,0,0,0,0,0,0,0,0,1193,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM8,0,0,0,0,0,0,0,0,22082,16998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18848,18567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18034,18159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19605,19425,0,0,0,0,0,0,0,0,0,0,0,0,4944,4117,0,0,0,0,0,0,0,0,0,0,0,0,3150,2635,0,0,0,0,0,0,0,0,0,0,0,0,2608,2483,0,0,0,0,0,0,0,0,0,0,0,0,2375,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM9,0,0,0,0,0,0,0,0,16998,22083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18705,19020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18268,18311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19199,19318,0,0,0,0,0,0,0,0,0,0,0,0,4653,3822,0,0,0,0,0,0,0,0,0,0,0,0,2773,2737,0,0,0,0,0,0,0,0,0,0,0,0,2589,2595,0,0,0,0,0,0,0,0,0,0,0,0,2655,2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM10,0,0,0,0,0,0,0,0,0,0,20087,18078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19021,18800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18697,18623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19016,18268,0,0,0,0,0,0,0,0,0,0,0,0,1818,1508,0,0,0,0,0,0,0,0,0,0,0,0,1025,1023,0,0,0,0,0,0,0,0,0,0,0,0,814,981,0,0,0,0,0,0,0,0,0,0,0,0,1271,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM11,0,0,0,0,0,0,0,0,0,0,18078,20086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18243,18621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18028,18006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18892,19130,0,0,0,0,0,0,0,0,0,0,0,0,2467,2097,0,0,0,0,0,0,0,0,0,0,0,0,1705,1332,0,0,0,0,0,0,0,0,0,0,0,0,1210,1032,0,0,0,0,0,0,0,0,0,0,0,0,735,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM12,0,0,0,0,0,0,0,0,0,0,0,0,20796,16359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18096,18115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17824,17811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18071,18482,0,0,0,0,0,0,0,0,0,0,0,0,3024,2750,0,0,0,0,0,0,0,0,0,0,0,0,2425,2022,0,0,0,0,0,0,0,0,0,0,0,0,2722,2631,0,0,0,0,0,0,0,0,0,0,0,0,2456,2223,0,0,421,140,0,0,0,0,0,0,0,0,0,0
SM13,0,0,0,0,0,0,0,0,0,0,0,0,16359,20826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18395,18332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18060,18073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18539,18068,0,0,0,0,0,0,0,0,0,0,0,0,2919,2750,0,0,0,0,0,0,0,0,0,0,0,0,2479,2027,0,0,0,0,0,0,0,0,0,0,0,0,2482,2437,0,0,0,0,0,0,0,0,0,0,0,0,2159,2157,0,0,388,158,0,0,0,0,0,0,0,0,0,0
SM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21930,18774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19287,19340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18620,18602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20156,20239,0,0,0,0,0,0,0,0,0,0,0,0,3956,3110,0,0,0,0,0,0,0,0,0,0,0,0,2094,1621,0,0,0,0,0,0,0,0,0,0,0,0,2020,1898,0,0,0,0,0,0,0,0,0,0,0,0,1638,1354,0,0,520,281,0,0,0,0,0,0,0,0
SM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18774,21938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19308,19430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18639,18631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20298,20211,0,0,0,0,0,0,0,0,0,0,0,0,3957,3086,0,0,0,0,0,0,0,0,0,0,0,0,2225,1578,0,0,0,0,0,0,0,0,0,0,0,0,2026,1773,0,0,0,0,0,0,0,0,0,0,0,0,1497,1316,0,0,528,289,0,0,0,0,0,0,0,0
SM16,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM17,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM18,0,0,19774,19760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21423,19867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20336,20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19367,19419,0,0,0,0,0,0,0,0,0,0,0,0,1326,1082,0,0,0,0,0,0,0,0,0,0,0,0,1407,1103,0,0,0,0,0,0,0,0,0,0,0,0,617,1230,0,0,0,0,0,0,0,0,0,0,0,0,1881,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM19,0,0,19807,19792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19867,21421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20323,20317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19410,19462,0,0,0,0,0,0,0,0,0,0,0,0,1374,1126,0,0,0,0,0,0,0,0,0,0,0,0,1427,1072,0,0,0,0,0,0,0,0,0,0,0,0,567,1180,0,0,0,0,0,0,0,0,0,0,0,0,1836,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM20,0,0,0,0,18539,18560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20228,18772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19144,19340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18170,18186,0,0,0,0,0,0,0,0,0,0,0,0,1363,1124,0,0,0,0,0,0,0,0,0,0,0,0,1120,1358,0,0,0,0,0,0,0,0,0,0,0,0,776,1147,0,0,0,0,0,0,0,0,0,0,0,0,1662,2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM21,0,0,0,0,18579,18515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18772,20227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19240,19228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18152,18168,0,0,0,0,0,0,0,0,0,0,0,0,1352,1153,0,0,0,0,0,0,0,0,0,0,0,0,1123,1404,0,0,0,0,0,0,0,0,0,0,0,0,760,1116,0,0,0,0,0,0,0,0,0,0,0,0,1673,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM22,0,0,0,0,0,0,18894,18793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20548,19496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19855,19775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18801,18790,0,0,0,0,0,0,0,0,0,0,0,0,1060,976,0,0,0,0,0,0,0,0,0,0,0,0,877,1368,0,0,0,0,0,0,0,0,0,0,0,0,653,972,0,0,0,0,0,0,0,0,0,0,0,0,1428,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM23,0,0,0,0,0,0,18894,18788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19496,20538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19776,19865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18806,18795,0,0,0,0,0,0,0,0,0,0,0,0,1067,998,0,0,0,0,0,0,0,0,0,0,0,0,886,1349,0,0,0,0,0,0,0,0,0,0,0,0,620,937,0,0,0,0,0,0,0,0,0,0,0,0,1407,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM24,0,0,0,0,0,0,0,0,18848,18705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22017,17482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19514,19095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18254,18135,0,0,0,0,0,0,0,0,0,0,0,0,3107,2744,0,0,0,0,0,0,0,0,0,0,0,0,2318,2803,0,0,0,0,0,0,0,0,0,0,0,0,2315,2822,0,0,0,0,0,0,0,0,0,0,0,0,3649,4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM25,0,0,0,0,0,0,0,0,18567,19020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17482,22017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19063,19573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18276,18157,0,0,0,0,0,0,0,0,0,0,0,0,3147,2750,0,0,0,0,0,0,0,0,0,0,0,0,2267,2770,0,0,0,0,0,0,0,0,0,0,0,0,2315,2799,0,0,0,0,0,0,0,0,0,0,0,0,3627,4306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM26,0,0,0,0,0,0,0,0,0,0,19021,18243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20083,18664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19240,19180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18487,17799,0,0,0,0,0,0,0,0,0,0,0,0,1020,762,0,0,0,0,0,0,0,0,0,0,0,0,731,1157,0,0,0,0,0,0,0,0,0,0,0,0,768,1184,0,0,0,0,0,0,0,0,0,0,0,0,1911,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM27,0,0,0,0,0,0,0,0,0,0,18800,18621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18664,20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19194,19216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18571,17883,0,0,0,0,0,0,0,0,0,0,0,0,1095,850,0,0,0,0,0,0,0,0,0,0,0,0,699,1061,0,0,0,0,0,0,0,0,0,0,0,0,662,1103,0,0,0,0,0,0,0,0,0,0,0,0,1826,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM28,0,0,0,0,0,0,0,0,0,0,0,0,18096,18395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20269,18711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19271,19263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17853,17745,0,0,0,0,0,0,0,0,0,0,0,0,2083,2018,0,0,0,0,0,0,0,0,0,0,0,0,2502,1581,0,0,0,0,0,0,0,0,0,0,0,0,834,760,0,0,0,0,0,0,0,0,0,0,0,0,987,1734,0,0,43,7,0,0,0,0,0,0,0,0,0,0
SM29,0,0,0,0,0,0,0,0,0,0,0,0,18115,18332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18711,20277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19246,19252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17856,17687,0,0,0,0,0,0,0,0,0,0,0,0,2084,1981,0,0,0,0,0,0,0,0,0,0,0,0,2412,1667,0,0,0,0,0,0,0,0,0,0,0,0,903,869,0,0,0,0,0,0,0,0,0,0,0,0,1059,1728,0,0,33,4,0,0,0,0,0,0,0,0,0,0
SM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19287,19308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21239,19397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19838,19836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19032,18993,0,0,0,0,0,0,0,0,0,0,0,0,2349,1944,0,0,0,0,0,0,0,0,0,0,0,0,2144,1439,0,0,0,0,0,0,0,0,0,0,0,0,813,940,0,0,0,0,0,0,0,0,0,0,0,0,1360,1896,0,0,67,30,0,0,0,0,0,0,0,0
SM31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19340,19430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19397,21234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19804,19791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19113,19081,0,0,0,0,0,0,0,0,0,0,0,0,2439,2020,0,0,0,0,0,0,0,0,0,0,0,0,2125,1371,0,0,0,0,0,0,0,0,0,0,0,0,692,855,0,0,0,0,0,0,0,0,0,0,0,0,1281,1809,0,0,60,30,0,0,0,0,0,0,0,0
SM32,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM33,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
