,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM0,24449,24449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24436,24432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM1,24449,24449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24436,24432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM2,0,0,22347,19985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20318,20279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,314,0,0,0,0,0,0,0,0,0,0,0,0,998,600,0,0,0,0,0,0,0,0,0,0,0,0,401,156,0,0,0,0,0,0,0,0,0,0,0,0,154,76,0,0,0,0,0,0,0,0,0,0,0,0,172,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM3,0,0,19985,22346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20344,20348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,322,0,0,0,0,0,0,0,0,0,0,0,0,959,595,0,0,0,0,0,0,0,0,0,0,0,0,354,154,0,0,0,0,0,0,0,0,0,0,0,0,123,69,0,0,0,0,0,0,0,0,0,0,0,0,172,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM4,0,0,0,0,21451,19041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19691,19627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,449,0,0,0,0,0,0,0,0,0,0,0,0,721,539,0,0,0,0,0,0,0,0,0,0,0,0,378,166,0,0,0,0,0,0,0,0,0,0,0,0,89,48,0,0,0,0,0,0,0,0,0,0,0,0,130,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM5,0,0,0,0,19041,21451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19604,19684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,426,0,0,0,0,0,0,0,0,0,0,0,0,662,555,0,0,0,0,0,0,0,0,0,0,0,0,385,179,0,0,0,0,0,0,0,0,0,0,0,0,99,37,0,0,0,0,0,0,0,0,0,0,0,0,134,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM6,0,0,0,0,0,0,21183,19092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19591,19651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,232,0,0,0,0,0,0,0,0,0,0,0,0,291,236,0,0,0,0,0,0,0,0,0,0,0,0,177,199,0,0,0,0,0,0,0,0,0,0,0,0,169,57,0,0,0,0,0,0,0,0,0,0,0,0,238,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM7,0,0,0,0,0,0,19092,21182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19563,19672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,192,0,0,0,0,0,0,0,0,0,0,0,0,329,201,0,0,0,0,0,0,0,0,0,0,0,0,239,222,0,0,0,0,0,0,0,0,0,0,0,0,200,58,0,0,0,0,0,0,0,0,0,0,0,0,262,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM8,0,0,0,0,0,0,0,0,22960,20501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21247,21191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,490,0,0,0,0,0,0,0,0,0,0,0,0,403,445,0,0,0,0,0,0,0,0,0,0,0,0,122,236,0,0,0,0,0,0,0,0,0,0,0,0,64,47,0,0,0,0,0,0,0,0,0,0,0,0,44,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM9,0,0,0,0,0,0,0,0,20501,22960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21198,21224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,485,0,0,0,0,0,0,0,0,0,0,0,0,423,416,0,0,0,0,0,0,0,0,0,0,0,0,124,229,0,0,0,0,0,0,0,0,0,0,0,0,59,49,0,0,0,0,0,0,0,0,0,0,0,0,36,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
