,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM1,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM2,0,0,20000,16465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16788,17151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16588,16983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19469,17054,0,0,0,0,0,0,0,0,0,0,0,0,3424,2972,0,0,0,0,0,0,0,0,0,0,0,0,3084,2306,0,0,0,0,0,0,0,0,0,0,0,0,2851,2492,0,0,0,0,0,0,0,0,0,0,0,0,1625,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM3,0,0,16465,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19353,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19157,19376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16130,19271,0,0,0,0,0,0,0,0,0,0,0,0,861,889,0,0,0,0,0,0,0,0,0,0,0,0,541,2173,0,0,0,0,0,0,0,0,0,0,0,0,684,1043,0,0,0,0,0,0,0,0,0,0,0,0,1910,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM4,0,0,0,0,20000,18731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18460,18971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18391,18872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19667,19025,0,0,0,0,0,0,0,0,0,0,0,0,1608,847,0,0,0,0,0,0,0,0,0,0,0,0,1332,619,0,0,0,0,0,0,0,0,0,0,0,0,1025,931,0,0,0,0,0,0,0,0,0,0,0,0,835,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM5,0,0,0,0,18731,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19729,19634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19660,19727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18398,19604,0,0,0,0,0,0,0,0,0,0,0,0,339,962,0,0,0,0,0,0,0,0,0,0,0,0,67,1440,0,0,0,0,0,0,0,0,0,0,0,0,350,342,0,0,0,0,0,0,0,0,0,0,0,0,434,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM6,0,0,0,0,0,0,20000,19345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18755,18340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18487,17973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19969,19295,0,0,0,0,0,0,0,0,0,0,0,0,2027,1339,0,0,0,0,0,0,0,0,0,0,0,0,1545,1098,0,0,0,0,0,0,0,0,0,0,0,0,1088,412,0,0,0,0,0,0,0,0,0,0,0,0,227,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM7,0,0,0,0,0,0,19345,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18824,18995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19078,18628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19314,19000,0,0,0,0,0,0,0,0,0,0,0,0,1372,1326,0,0,0,0,0,0,0,0,0,0,0,0,890,1363,0,0,0,0,0,0,0,0,0,0,0,0,617,243,0,0,0,0,0,0,0,0,0,0,0,0,428,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM8,0,0,0,0,0,0,0,0,20000,16194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16976,15025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15581,14589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19395,18003,0,0,0,0,0,0,0,0,0,0,0,0,5411,4965,0,0,0,0,0,0,0,0,0,0,0,0,4470,3850,0,0,0,0,0,0,0,0,0,0,0,0,3031,1999,0,0,0,0,0,0,0,0,0,0,0,0,65,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM9,0,0,0,0,0,0,0,0,16194,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19218,18831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19285,18395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15589,18191,0,0,0,0,0,0,0,0,0,0,0,0,1605,1179,0,0,0,0,0,0,0,0,0,0,0,0,664,288,0,0,0,0,0,0,0,0,0,0,0,0,775,1807,0,0,0,0,0,0,0,0,0,0,0,0,3741,4238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
